TimeStamp,SiteName,TrapLocation,PlotName,Quadrant,SiteCode,Species,SampleNumber,SampleLabel,Height,BasalDiameter,Browsed,BrowsedBy,FoliageDisease,Berries,AmountSample_AmtAvail,StoiComment,BaggedWetWeight,BagCount,BagSize,BagWeight,SampleWeight,SampleWeightAfterAFL,StoiLabel,UUID_VegFieldForm,UniqueID,WeighingComments
2016-08-11 15:50,Unicorn,C12,Unicorn+C12,NE,UNI,VAAN,1,UNI_C12_VAAN_1,46,1,B,I,Y,,80,,35.7,2,L,3.4,28.9,19.2,UNI_C12_VAAN ,CB98863D-CF72-43A0-BD0F-F82B4BE539BA,00541C6A-89F5-45F7-9E66-B5B8DBAF9E1E,
2016-08-11 16:09,Unicorn,C12,Unicorn+C12,SE,UNI,VAAN,2,UNI_C12_VAAN_2,23,0.1,B,I,Y,,100,,2.8,1,S,2,0.8,0,UNI_C12_VAAN ,CB98863D-CF72-43A0-BD0F-F82B4BE539BA,F07691EC-BECE-4C8F-9683-AB27E3945828,
2016-08-11 16:26,Unicorn,C12,Unicorn+C12,NW,UNI,VAAN,3,UNI_C12_VAAN_3,43,0.6,B,I,Y,,100,,27.8,2,L,3.4,21,17.1,UNI_C12_VAAN ,CB98863D-CF72-43A0-BD0F-F82B4BE539BA,F5CA9419-C15F-48CB-9B12-29F45C11108C,
2016-08-11 14:33,Unicorn,C14,Unicorn+C14,NE,UNI,ABBA,1,UNI_C14_ABBA_1,28,1,B,O,,,100,,42.9,2,L,3.4,36.1,32.3,UNI_C14_ABBA,505756D9-33C6-492F-9AD0-A2AF2D9339ED,A9A1F82F-2480-4780-8B5B-FAFDEBD0146F,
2016-08-11 14:47,Unicorn,C14,Unicorn+C14,SE,UNI,ABBA,2,UNI_C14_ABBA_2,57,0.7,B,H,,,100,,31.6,2,L,3.4,24.8,19.9,UNI_C14_ABBA,505756D9-33C6-492F-9AD0-A2AF2D9339ED,BC1B30DA-C6EF-43D2-B0DE-EB60BD8EA4BB,
2016-08-11 14:50,Unicorn,C14,Unicorn+C14,SW,UNI,ABBA,3,UNI_C14_ABBA_3,50,1,NB,,,,100,,17.2,2,L,3.4,10.4,8.5,UNI_C14_ABBA,505756D9-33C6-492F-9AD0-A2AF2D9339ED,106F119F-D76D-41DC-9B0E-7E5B7C4ACA86,
2016-08-11 15:01,Unicorn,C14,Unicorn+C14,NW,UNI,ABBA,4,UNI_C14_ABBA_4,37,1,B,O,,,50,,42.4,2,L,3.4,35.6,29.9,UNI_C14_ABBA,505756D9-33C6-492F-9AD0-A2AF2D9339ED,81E1AAB8-A42A-4713-9F4F-79FC7C124279,
2016-08-11 14:36,Unicorn,C14,Unicorn+C14,NE,UNI,ACRU,1,UNI_C14_ACRU_1,54,0.4,B,"I
H",Y,,100,Growing from larger tree,22.9,2,L,3.4,16.1,8.6,UNI_C14_ACRU,505756D9-33C6-492F-9AD0-A2AF2D9339ED,1A671E18-DF4C-46EA-BA0B-C3D8F4859F6B,
2016-08-11 14:44,Unicorn,C14,Unicorn+C14,SE,UNI,ACRU,2,UNI_C14_ACRU_2,45,0.6,B,"I
H",Y,,100,Growing from larger tree,13.3,2,L,3.4,6.5,5.5,UNI_C14_ACRU,505756D9-33C6-492F-9AD0-A2AF2D9339ED,9506E622-272B-4995-9593-E11CE3B517C9,
2016-08-11 14:52,Unicorn,C14,Unicorn+C14,SW,UNI,ACRU,3,UNI_C14_ACRU_3,65,0.4,NB,I,Y,,100,,14.5,2,L,3.4,7.7,0,UNI_C14_ACRU,505756D9-33C6-492F-9AD0-A2AF2D9339ED,4405CAA2-7743-425F-A606-0FA5484D12E7,
2016-08-11 14:38,Unicorn,C14,Unicorn+C14,NE,UNI,BEPA,1,UNI_C14_BEPA_1,50,0.4,B,"H
I
O",Y,,100,Growing from larger tree,18.7,2,L,3.4,11.9,7.4,UNI_C14_BEPA,505756D9-33C6-492F-9AD0-A2AF2D9339ED,7F7BD231-106C-44F0-A5DA-EA9B8182EE62,
2016-08-11 14:42,Unicorn,C14,Unicorn+C14,SE,UNI,BEPA,2,UNI_C14_BEPA_2,93,0.9,B,"I
M",Y,,70,Growing from larger tree,37.3,2,L,3.4,30.5,25.2,UNI_C14_BEPA,505756D9-33C6-492F-9AD0-A2AF2D9339ED,E280C778-6521-42A3-8081-18CD199BC346,
2016-08-11 14:57,Unicorn,C14,Unicorn+C14,NW,UNI,BEPA,3,UNI_C14_BEPA_3,89,0.6,NB,I,Y,,100,,24.4,2,L,3.4,17.6,8.7,UNI_C14_BEPA,505756D9-33C6-492F-9AD0-A2AF2D9339ED,3211AFF4-C929-4FD3-A3DA-BEED2ADFCADA,
2016-08-12 13:05,Unicorn,C2,Unicorn+C2,NE,UNI,ABBA,1,UNI_C2_ABBA_1,48,1.3,NB,,,,50,,21,2,S,2,17,12.5,UNI_C2_ABBA,A71578F6-FA04-49C4-936C-F0D8C7398D90,7B3EDEBC-954A-4FAB-A315-E70C71E25075,
2016-08-12 13:11,Unicorn,C2,Unicorn+C2,SE,UNI,ABBA,2,UNI_C2_ABBA_2,30,0.9,NB,,,,100,,16.9,2,S,2,12.9,11,UNI_C2_ABBA,A71578F6-FA04-49C4-936C-F0D8C7398D90,EB8ED5CD-43FF-4B0C-BFB0-6471C81B10F8,
2016-08-12 13:16,Unicorn,C2,Unicorn+C2,SW,UNI,ABBA,3,UNI_C2_ABBA_3,46,1,NB,,,,50,,17.8,2,S,2,13.8,9.7,UNI_C2_ABBA,A71578F6-FA04-49C4-936C-F0D8C7398D90,9197C5E6-AD37-4430-B9A2-5EE9EB5BDA59,
2016-08-12 13:28,Unicorn,C2,Unicorn+C2,NW,UNI,ABBA,4,UNI_C2_ABBA_4,52,1.5,B,M,,,50,,29.1,2,S,2,25.1,20.3,UNI_C2_ABBA,A71578F6-FA04-49C4-936C-F0D8C7398D90,9650840C-BEEE-42A8-9AE7-541FF71FE839,
2016-08-12 13:05,Unicorn,C2,Unicorn+C2,NE,UNI,BEPA,1,UNI_C2_BEPA_1,37,0.5,NB,I,,,90,,30.4,2,L,3.4,23.6,16.5,UNI_C2_BEPA,A71578F6-FA04-49C4-936C-F0D8C7398D90,B8B90850-6180-46BE-8445-6548B4D5895B,
2016-08-12 13:07,Unicorn,C2,Unicorn+C2,SE,UNI,BEPA,2,UNI_C2_BEPA_2,92,0.7,B,"H
I",Y,,50,,27.6,2,L,3.4,20.8,14.7,UNI_C2_BEPA,A71578F6-FA04-49C4-936C-F0D8C7398D90,97D651D7-128F-43CA-BE99-117928668CC8,
2016-08-12 13:34,Unicorn,C2,Unicorn+C2,NW,UNI,BEPA,3,UNI_C2_BEPA_3,55,1,B,M,,,100,,16.5,2,S,2,12.5,8.4,UNI_C2_BEPA,A71578F6-FA04-49C4-936C-F0D8C7398D90,D4F55EDB-FD60-49D1-8C88-8FDC60708333,
2016-08-12 13:05,Unicorn,C2,Unicorn+C2,NE,UNI,VAAN,1,UNI_C2_VAAN_1,25,0.2,NB,I,Y,,100,,5.9,2,S,2,1.9,0,UNI_C2_VAAN,A71578F6-FA04-49C4-936C-F0D8C7398D90,2CCB20AE-6C48-4DF5-A216-625935BEDECE,Sample completed used up in pooling process
2016-08-12 13:19,Unicorn,C2,Unicorn+C2,SW,UNI,VAAN,2,UNI_C2_VAAN_2,48,0.2,B,"H
I",,,100,,8.4,2,S,2,4.4,0,UNI_C2_VAAN,A71578F6-FA04-49C4-936C-F0D8C7398D90,A47FDA98-D6B2-4F4E-95E0-3F57AC017670,Sample completed used up in pooling process
2016-08-12 13:28,Unicorn,C2,Unicorn+C2,NW,UNI,VAAN,3,UNI_C2_VAAN_3,18,0.4,B,O,Y,,100,,7.9,2,S,2,3.9,0,UNI_C2_VAAN,A71578F6-FA04-49C4-936C-F0D8C7398D90,0DD1A8FC-30C3-4D51-B897-10C23EB85D34,Sample completed used up in pooling process
2016-07-14 16:40,Unicorn,C4,Unicorn+C4,NE,UNI,BEPA,,UNI_C4_BEPA_1,60,0.5,B,"NA
H",,,80,,28.3,2,S,2,24.3,11.1,UNI_C4_BEPA,52201F1D-15D5-4B17-AC3D-E1AC0AB7E3CC,AE4DBA29-535C-4386-8278-DDA4B99610EE,
2016-07-14 16:40,Unicorn,C4,Unicorn+C4,SE,UNI,BEPA,,UNI_C4_BEPA_2,43,0.8,B,"H
M",,,100,,16.4,2,S,2,12.4,6.1,UNI_C4_BEPA,52201F1D-15D5-4B17-AC3D-E1AC0AB7E3CC,4C9D7827-57BA-4B88-A4A2-EB07D9ABEF7F,
2016-08-12 14:37,Unicorn,C6,Unicorn+C6,SW,UNI,ABBA,1,UNI_C6_ABBA_1,35,0.7,NB,,,,90,,16.4,2,S,2,12.4,6.1,UNI_C6_ABBA,615530CF-F8DA-4F46-8530-B97B7F33DCC5,1097C998-6389-4EF9-8062-F719D87759F7,
2016-08-12 14:45,Unicorn,C6,Unicorn+C6,NW,UNI,ABBA,2,UNI_C6_ABBA_2,41,0.8,NB,,,,100,,19.2,2,S,2,15.2,7.1,UNI_C6_ABBA,615530CF-F8DA-4F46-8530-B97B7F33DCC5,B55508B5-B7FC-4BA1-ADD6-CD740848538E,
2016-08-12 14:26,Unicorn,C6,Unicorn+C6,SE,UNI,ACRU,1,UNI_C6_ACRU_1,90,1.8,B,"H
M
I",Y,,20,,26.5,2,S,2,22.5,4.8,UNI_C6_ACRU,615530CF-F8DA-4F46-8530-B97B7F33DCC5,FB795134-0FA1-42B8-9E74-911D0B240416,
2016-08-12 14:33,Unicorn,C6,Unicorn+C6,NE,UNI,BEPA,1,UNI_C6_BEPA_1,57,0.4,NB,,Y,,20,,8.7,1,S,2,6.7,0,UNI_C6_BEPA,615530CF-F8DA-4F46-8530-B97B7F33DCC5,929E2991-7F87-4765-B455-10230D922CED,Sample completed used up in pooling process
2016-08-12 14:45,Unicorn,C6,Unicorn+C6,SE,UNI,BEPA,2,UNI_C6_BEPA_2,43,0.4,NB,I,Y,,100,,7.8,1,S,2,5.8,0,UNI_C6_BEPA,615530CF-F8DA-4F46-8530-B97B7F33DCC5,0FF43C61-D73B-4FF8-B96B-8CE7993250D8,Sample completed used up in pooling process
2016-08-12 14:18,Unicorn,C6,Unicorn+C6,NE,UNI,VAAN,1,UNI_C6_VAAN_1,22,0.3,B,"I
H",,,100,,4.8,1,S,2,2.8,0,UNI_C6_VAAN,615530CF-F8DA-4F46-8530-B97B7F33DCC5,9D6F6E5C-0B75-4FB0-9A28-E3009C684710,Sample completed used up in pooling process
2016-08-12 14:27,Unicorn,C6,Unicorn+C6,SE,UNI,VAAN,2,UNI_C6_VAAN_2,35,0.2,NB,I,Y,,100,,9.6,2,S,2,5.6,1.9,UNI_C6_VAAN,615530CF-F8DA-4F46-8530-B97B7F33DCC5,F1D9DEFE-B550-4686-90DC-A2BE343EEAC6,
2016-08-12 14:38,Unicorn,C6,Unicorn+C6,SW,UNI,VAAN,3,UNI_C6_VAAN_3,32,0.3,B,"I
H",Y,,100,,9.2,2,S,2,5.2,2,UNI_C6_VAAN,615530CF-F8DA-4F46-8530-B97B7F33DCC5,17BE877F-283C-4C93-83DA-5145211B4AE1,
2016-08-12 14:46,Unicorn,C6,Unicorn+C6,NW,UNI,VAAN,4,UNI_C6_VAAN_4,42,0.2,NB,I,Y,,100,,17.5,2,S,2,13.5,8.8,UNI_C6_VAAN,615530CF-F8DA-4F46-8530-B97B7F33DCC5,3F6EC185-2CA0-41F6-B44A-FBB21C67A0AB,
2016-08-11 16:53,Unicorn,C8,Unicorn+C8,NE,UNI,ABBA,1,UNI_C8_ABBA_1,45,1.3,NB,,,,100,,31.8,2,L,3.4,25,21.7,UNI_C8_ABBA,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,845D4C82-7897-4A7B-B58D-9CC3BB6861BA,
2016-08-11 16:54,Unicorn,C8,Unicorn+C8,SE,UNI,ABBA,2,UNI_C8_ABBA_2,101,3.1,NB,,,,20,Old moose browse,35.8,2,L,3.4,29,24,UNI_C8_ABBA,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,69B25072-C997-4127-A735-0279274AAEC4,
2016-08-11 17:40,Unicorn,C8,Unicorn+C8,SW,UNI,ABBA,3,UNI_C8_ABBA_3,55,1.6,NB,,,,100,,36.6,2,L,3.4,29.8,23.2,UNI_C8_ABBA,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,1F7C96E3-F7E0-405F-B1DE-B7A66BB522AA,
2016-08-11 17:52,Unicorn,C8,Unicorn+C8,NW,UNI,ABBA,4,UNI_C8_ABBA_4,65,3,B,M,,,10,,40.9,2,L,3.4,34.1,30.4,UNI_C8_ABBA,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,46E4CF3A-2509-4010-995A-C5B26412B9E0,
2016-08-11 17:45,Unicorn,C8,Unicorn+C8,SW,UNI,ACRU,1,UNI_C8_ACRU_1,49,0.6,B,"H
I",Y,,100,,14.6,2,L,3.4,7.8,2.4,UNI_C8_ACRU,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,E5ACC06F-D2F6-420F-800F-705FD83F92B1,
2016-08-11 17:57,Unicorn,C8,Unicorn+C8,NW,UNI,ACRU,2,UNI_C8_ACRU_2,46,1.2,B,"H
I",Y,,100,,14.6,2,L,3.4,7.8,1,UNI_C8_ACRU,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,EB91ACFB-3087-4F99-8167-1CB0F0205BB2,
2016-08-11 16:53,Unicorn,C8,Unicorn+C8,NE,UNI,VAAN,1,UNI_C8_VAAN_1,31,0.2,B,I,Y,,100,,6.8,2,S,2,2.8,0,UNI_C8_VAAN,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,CC9C70E9-8E8A-4374-9FAD-FBD1016EE007,
2016-08-11 16:54,Unicorn,C8,Unicorn+C8,SE,UNI,VAAN,2,UNI_C8_VAAN_2,56,0.5,B,"M
I",Y,,100,Old hare browse,14.9,2,S,2,10.9,7.6,UNI_C8_VAAN,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,58CBF743-E012-43AC-9E1A-90031B29C2F2,
2016-08-11 17:39,Unicorn,C8,Unicorn+C8,SW,UNI,VAAN,3,UNI_C8_VAAN_3,92,0.8,B,"M
I",Y,,100,,35.5,2,L,3.4,28.7,19.8,UNI_C8_VAAN,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,879CC50D-3C1C-475D-95B9-747730C16214,
2016-08-11 17:54,Unicorn,C8,Unicorn+C8,NW,UNI,VAAN,4,UNI_C8_VAAN_4,33,0.2,B,I,Y,,100,,5.5,2,S,2,1.5,0.9,UNI_C8_VAAN,EA760495-EEDD-4A8A-BD5B-4CA8C774C9D5,0848424C-8A54-46B7-A266-7C10ABAAA9AA,
2016-07-17 15:16,Unicorn,E1,Unicorn+E1,NE,UNI,ABBA,,UNI_E1_ABBA_1,45,1.4,NB,NA,,,90,Heavy past browsing,17.4,1,S,2,15.4,7.2,UNI_E1_ABBA,296B01F5-9BA7-4784-8CDB-FAA942878AC1,DECAE764-E056-4102-8EB5-E685B2D35FB9,
2016-07-17 15:16,Unicorn,E1,Unicorn+E1,SW,UNI,ABBA,,UNI_E1_ABBA_2,51,1,NB,NA,,,90,,17.1,1,S,2,15.1,7.3,UNI_E1_ABBA,296B01F5-9BA7-4784-8CDB-FAA942878AC1,911630A1-B4B3-45E4-8653-D02BDDF0DF16,
2016-07-17 15:02,Unicorn,E1,Unicorn+E1,NE,UNI,ACRU,,UNI_E1_ACRU_1,38,0.9,B,H,,,60,,14.1,1,S,2,12.1,3.3,UNI_E1_ACRU,296B01F5-9BA7-4784-8CDB-FAA942878AC1,4C6ADF73-ADFB-4DF8-99DF-300363DEB31C,
2016-07-17 15:19,Unicorn,E1,Unicorn+E1,SW,UNI,ACRU,,UNI_E1_ACRU_2,67,1.3,NB,NA,,,60,,18.4,1,S,2,16.4,11.4,UNI_E1_ACRU,296B01F5-9BA7-4784-8CDB-FAA942878AC1,8B9595D2-F0F6-4859-AAFA-9570054EFC16,
2016-08-15 9:49,Unicorn,F1,Unicorn+F1,NE,UNI,ABBA,1,UNI_F1_ABBA_1,80,1.5,NB,,,,100,,46.8,2,L,3.4,40,37.1,UNI_F1_ABBA ,8A8CEE90-26C9-4172-9847-B3DD23DA6BC8,B91D7D71-7167-4CC2-B1D1-22494ECC5040,
2016-08-15 9:57,Unicorn,F1,Unicorn+F1,SE,UNI,ABBA,2,UNI_F1_ABBA_2,72,2.1,NB,,,,80,,37.5,2,L,3.4,30.7,27.1,UNI_F1_ABBA ,8A8CEE90-26C9-4172-9847-B3DD23DA6BC8,22F358A4-45B4-4B1D-A60F-7E16FE86F715,
2016-08-15 10:04,Unicorn,F1,Unicorn+F1,SW,UNI,ABBA,3,UNI_F1_ABBA_3,75,2.9,NB,,,,80,,54.4,2,L,3.4,47.6,40.3,UNI_F1_ABBA ,8A8CEE90-26C9-4172-9847-B3DD23DA6BC8,5A715C81-7D2B-4F07-B0FF-7F689AE62F86,
2016-08-15 10:12,Unicorn,F1,Unicorn+F1,NW,UNI,ABBA,4,UNI_F1_ABBA_4,68,1.6,NB,,,,80,,44.4,2,L,3.4,37.6,35.2,UNI_F1_ABBA ,8A8CEE90-26C9-4172-9847-B3DD23DA6BC8,7C0E8EE7-98DF-43F3-9979-2B5C4C53E907,
2016-08-15 9:53,Unicorn,F1,Unicorn+F1,NE,UNI,VAAN,1,UNI_F1_VAAN_1,78,1,NB,I,Y,,80,,39.3,2,L,3.4,32.5,25.2,UNI_F1_VAAN ,8A8CEE90-26C9-4172-9847-B3DD23DA6BC8,99AB95CB-9501-4D8C-8A87-45BFCE1E2793,
2016-08-15 10:00,Unicorn,F1,Unicorn+F1,SE,UNI,VAAN,2,UNI_F1_VAAN_2,43,0.6,NB,I,Y,,100,,11.6,2,S,2,7.6,3.9,UNI_F1_VAAN ,8A8CEE90-26C9-4172-9847-B3DD23DA6BC8,52A79797-EBF8-44B3-BD86-5711700DD512,
2016-08-15 10:04,Unicorn,F1,Unicorn+F1,SW,UNI,VAAN,3,UNI_F1_VAAN_3,90,0.8,NB,I,Y,,100,White stuff on stalk,31.4,2,S,2,27.4,23.4,UNI_F1_VAAN ,8A8CEE90-26C9-4172-9847-B3DD23DA6BC8,8875C56D-DD95-4031-9840-719EA5103323,
2016-08-15 10:19,Unicorn,F1,Unicorn+F1,NW,UNI,VAAN,4,UNI_F1_VAAN_4,45,0.4,NB,I,,,100,Extremely defoliated,9.7,2,S,2,5.7,3.7,UNI_F1_VAAN ,8A8CEE90-26C9-4172-9847-B3DD23DA6BC8,8AADBDA3-8678-4507-A4D0-933D9A3FF4A4,
2016-08-12 17:53,Unicorn,F11,Unicorn+F11,SW,UNI,ABBA,3,UNI_F11_ABBA_3,48,1.3,B,M,,,70,,21.8,2,S,2,17.8,14.7,UNI_F11_ABBA ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,B15B53D3-2931-4BDB-AD02-8BC18DCBC454,
2016-08-12 18:00,Unicorn,F11,Unicorn+F11,NW,UNI,ABBA,4,UNI_F11_ABBA_4,44,1.2,NB,,,,70,,26.3,2,S,2,22.3,19.2,UNI_F11_ABBA ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,2243BBFE-16CF-4DBF-991C-EBF1A8C6E62E,
2016-08-12 17:45,Unicorn,F11,Unicorn+F11,SE,UNI,ABBA,2,UNI_F11_ABBA_2,45,1.2,NB,,,,80,,21.4,2,S,2,17.4,13.5,UNI_F11_ABBA ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,D287681E-2054-4960-9548-13B440F3BC3A,
2016-08-12 17:38,Unicorn,F11,Unicorn+F11,NE,UNI,ABBA,1,UNI_F11_ABBA_1,42,0.8,NB,,,,80,,22.8,2,S,2,18.8,14.1,UNI_F11_ABBA ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,62A74174-BB72-443A-9255-C3260224A805,
2016-08-12 17:37,Unicorn,F11,Unicorn+F11,NE,UNI,ACRU,1,UNI_F11_ACRU_1,90,1.9,B,"I
H",Y,,80,,24.8,2,S,2,20.8,17.2,UNI_F11_ACRU,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,B93D46CF-90E5-4AE9-80A4-014D6C3B7969,
2016-08-12 18:01,Unicorn,F11,Unicorn+F11,NW,UNI,ACRU,4,UNI_F11_ACRU_4,48,0.7,B,M,,,100,,20.1,2,S,2,16.1,12.4,UNI_F11_ACRU,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,0382C00E-5EF2-432F-B902-45D9B43CC819,
2016-08-12 17:52,Unicorn,F11,Unicorn+F11,SW,UNI,ACRU,3,UNI_F11_ACRU_3,82,2.5,B,"I
H
M",Y,,20,,24,2,S,2,20,16,UNI_F11_ACRU,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,77CF5C35-CABD-4F5F-93F8-33FAF3662BA6,
2016-08-12 17:44,Unicorn,F11,Unicorn+F11,SE,UNI,ACRU,2,UNI_F11_ACRU_2,138,1.9,NB,I,Y,,20,,35.1,2,S,2,31.1,21.4,UNI_F11_ACRU,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,7C63605E-CE5E-4C4D-857B-6F1EEE1D9778,
2016-08-12 17:39,Unicorn,F11,Unicorn+F11,NE,UNI,BEPA,1,UNI_F11_BEPA_1,72,0.7,B,"I
H",Y,,20,,22.9,2,S,2,18.9,13.7,UNI_F11_BEPA ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,B1BA77B7-87E9-4FB9-AF2F-02FCF4488EEE,
2016-08-12 17:59,Unicorn,F11,Unicorn+F11,NW,UNI,BEPA,2,UNI_F11_BEPA_2,78,1.2,B,"H
I",,,80,,19.9,2,S,2,15.9,9.8,UNI_F11_BEPA ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,95EAAE48-0E4C-4F22-8E0B-DB91A6E32241,
2016-08-12 17:46,Unicorn,F11,Unicorn+F11,SE,UNI,VAAN,2,UNI_F11_VAAN_2,40,0.5,B,"H
O
I",,,100,,18.2,2,S,2,14.2,11.8,UNI_F11_VAAN ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,6A2B4A6F-D58B-4890-AAD6-85C3445CEBBB,
2016-08-12 18:00,Unicorn,F11,Unicorn+F11,NW,UNI,VAAN,4,UNI_F11_VAAN_4,24,0.3,B,"H
O
I",Y,,100,,9.3,2,S,2,5.3,2.1,UNI_F11_VAAN ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,06055465-2A63-4574-ABD5-BBC9767A2D9F,
2016-08-12 17:37,Unicorn,F11,Unicorn+F11,NE,UNI,VAAN,1,UNI_F11_VAAN_1,35,0.3,B,O,,,100,,8.8,2,S,2,4.8,1.4,UNI_F11_VAAN ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,C25B1C5A-74E9-4218-8642-6B97CFDFF3A4,
2016-08-12 17:53,Unicorn,F11,Unicorn+F11,SW,UNI,VAAN,3,UNI_F11_VAAN_3,49,0.5,B,"H
I",Y,,100,,13.2,2,S,2,9.2,4.5,UNI_F11_VAAN ,92C610CB-222F-4C8C-ADAA-8A8D459D9A92,E63605F5-6650-4C82-B0F0-C743C9828C73,
2016-08-11 16:17,Unicorn,F13,Unicorn+F13,NE,UNI,ABBA,1,UNI_F13_ABBA_1,26,0.8,NB,,,,80,,35,2,L,3.4,28.2,24.4,UNI_F13_ABBA,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,8EF6D06F-3049-4AA7-9AC7-36E2713BD63C,
2016-08-11 16:23,Unicorn,F13,Unicorn+F13,SE,UNI,ABBA,2,UNI_F13_ABBA_2,21,0.5,NB,,,,100,,25.6,2,L,3.4,18.8,14.5,UNI_F13_ABBA,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,48D05316-D015-4239-A8F7-0955EA265E54,
2016-08-11 16:31,Unicorn,F13,Unicorn+F13,SW,UNI,ABBA,3,UNI_F13_ABBA_3,30,0.7,,,,,100,,20,2,S,2,16,12.8,UNI_F13_ABBA,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,F78EC065-4774-472A-83C9-C070E94398E5,
2016-08-11 16:40,Unicorn,F13,Unicorn+F13,NW,UNI,ABBA,4,UNI_F13_ABBA_4,21,0.4,NB,,,,100,,13,2,S,2,9,6.3,UNI_F13_ABBA,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,8DF63B02-EC3F-404B-AF07-EB178355D0A7,
2016-08-11 16:23,Unicorn,F13,Unicorn+F13,SE,UNI,ACRU,1,UNI_F13_ACRU_1,77,0.6,NB,I,Y,,50,,39.5,2,L,3.4,32.7,25.1,UNI_F13_ACRU,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,49FE53C6-9E0A-4005-B672-6FEE5BD31545,
2016-08-11 16:31,Unicorn,F13,Unicorn+F13,SW,UNI,ACRU,2,UNI_F13_ACRU_2,55,0.6,NB,"I
O",Y,,100,,12.1,2,S,2,8.1,2.8,UNI_F13_ACRU,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,5D6EF380-A1A7-4311-B0EE-0D27D0743A0F,
2016-08-11 16:41,Unicorn,F13,Unicorn+F13,NW,UNI,ACRU,3,UNI_F13_ACRU_3,111,0.9,NB,I,Y,,70,,28.2,2,S,2,24.2,17.4,UNI_F13_ACRU,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,B8A96319-35C0-491F-BA57-581163B0B704,
2016-08-11 16:19,Unicorn,F13,Unicorn+F13,NE,UNI,VAAN,1,UNI_F13_VAAN_1,31,0.3,NB,I,Y,,100,,8.2,2,S,2,4.2,0,UNI_F13_VAAN,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,008B0681-7891-4DB7-93DB-E1257536BB08,Sample completed used up in pooling process
2016-08-11 16:24,Unicorn,F13,Unicorn+F13,SE,UNI,VAAN,2,UNI_F13_VAAN_2,24,0.3,NB,I,Y,,100,,7.5,2,S,2,3.5,0,UNI_F13_VAAN,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,785AE88F-C22C-469E-9109-D1B2B0F58FA4,Sample completed used up in pooling process
2016-08-11 16:31,Unicorn,F13,Unicorn+F13,SW,UNI,VAAN,3,UNI_F13_VAAN_3,32,0.3,B,"H
I
O",,,100,,12.9,2,S,2,8.9,3,UNI_F13_VAAN,9701A432-E2E5-44A6-BFF1-6C08F948BF8D,0B124298-DB9C-47FA-AB56-E93162E23658,
2016-08-13 11:25,Unicorn,F3,Unicorn+F3,NE,UNI,ABBA,1,UNI_F3_ABBA_1,23,1,B,M,,,80,,33.6,2,L,3.4,26.8,23.1,UNI_F3_ABBA,DDD9EFCF-8944-4031-A6E2-D39AD9B0DA1B,878A52B4-EC50-40E9-98AF-4354680FA669,
2016-08-13 11:41,Unicorn,F3,Unicorn+F3,SE,UNI,ABBA,2,UNI_F3_ABBA_2,29,0.7,NB,,,,100,,25,2,L,3.4,18.2,18.3,UNI_F3_ABBA,DDD9EFCF-8944-4031-A6E2-D39AD9B0DA1B,81D4E15A-C84A-41D6-91B2-97E268C59831,
2016-08-13 11:49,Unicorn,F3,Unicorn+F3,SW,UNI,ABBA,3,UNI_F3_ABBA_3,35,0.3,NB,,,,100,,15,2,L,3.4,8.2,5.5,UNI_F3_ABBA,DDD9EFCF-8944-4031-A6E2-D39AD9B0DA1B,6E03AE7C-1F88-4C73-BF37-362D68098BBD,
2016-08-13 11:59,Unicorn,F3,Unicorn+F3,NW,UNI,ABBA,4,UNI_F3_ABBA_4,40,0.6,NB,,,,50,,16.1,2,S,2,12.1,9.3,UNI_F3_ABBA,DDD9EFCF-8944-4031-A6E2-D39AD9B0DA1B,D31A9BF5-5A64-484D-BC7D-90CC1767F8D9,
